,APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lat,lon
3019,2668006052,01/29/2016,Single Family,"10636 WOODLEY LOS ANGELES, CA 91344 (34.26368, -118.484793)",LOS ANGELES,CA,91344,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.484593,34.263423
3020,5483019011,02/16/2016,Single Family,"6207 E HILLANDALE DR LOS ANGELES, CA 90042 (34.126583, -118.183986)",LOS ANGELES,CA,90042,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.183929,34.126687
3021,2538017015,01/07/2016,Single Family,"11003 W FENWAY ST LOS ANGELES, CA 91352 (34.24934, -118.370931)",LOS ANGELES,CA,91352,7,Solutionstar Field Services,Paula Acosta,888-456-0714,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306,-118.371076,34.249432
3022,2556005016,01/13/2016,Single Family,"10725 N NASSAU AVE LOS ANGELES, CA 91040 (34.264055, -118.31052)",LOS ANGELES,CA,91040,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.310656,34.264034
3023,2558039013,01/05/2016,Single Family,"7712 W THOUSAND OAKS DR LOS ANGELES, CA 91042 (34.252304, -118.300629)",LOS ANGELES,CA,91042,7,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743,-118.300754,34.252195
3024,5189006001,01/14/2016,Single Family,"2447 E 7TH ST LOS ANGELES, CA 90023 (34.03277, -118.218061)",LOS ANGELES,CA,90023,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056 ,760-634-6589,-118.217992,34.032871
3025,2034006022,01/22/2016,Single Family,"6640 N FRANRIVERS AVE LOS ANGELES, CA 91307 (34.191715, -118.655728)",LOS ANGELES,CA,91307,12,Nationstar Mortgage,Dawn Campos,888-456-0714,Assurant Field Services,Property Registration,101  W LOUIS HENNA BLVD  AUSTIN TX 78728 ,800-468-1743,-118.655691,34.191981
3026,5479028010,01/28/2016,Single Family,"5121 E MERIDIAN ST LOS ANGELES, CA 90042 (34.12179, -118.203701)",LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.203721,34.121907
3027,5072008010,01/28/2016,Single Family,"1406 S 12TH AVE LOS ANGELES, CA 90019 (34.04618, -118.325242)",LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.325157,34.046053
3028,2660007004,01/11/2016,Single Family,"15535 W LASSEN ST LOS ANGELES, CA 91345 (34.250087, -118.471716)",LOS ANGELES,CA,91345,7,SETERUS INC,Preservation Compliance,866-570-5277,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097,-118.466303,34.25018
3029,2355018017,01/06/2016,Single Family,"4856 N RADFORD AVE LOS ANGELES, CA 91607 (34.159284, -118.392119)",LOS ANGELES,CA,91607,2,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC.",Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202,-118.391949,34.159228
3030,5423003024,01/15/2016,Multi-Family,"2251 W BRANDEN ST LOS ANGELES, CA 90026 (34.088594, -118.261193)",LOS ANGELES,CA,90026,13,Nationstar Mortgage,Dawn Campos,888-456-0714,"Cyprexx Services, LLC",Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202,-118.261165,34.088701
3031,5430010021,01/14/2016,Single Family,"2227 N HYPERION AVE LOS ANGELES, CA 90027 (34.10028, -118.273316)",LOS ANGELES,CA,90027,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.269851,34.111068
3032,2676017001,01/07/2016,Single Family,"16301 W NORDHOFF ST LOS ANGELES, CA 91343 (34.235663, -118.487444)",LOS ANGELES,CA,91343,12,Ditech,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453,-118.459262,34.237747
3033,2353003042,01/04/2016,Single Family,"5129 N KLUMP AVE LOS ANGELES, CA 91601 (34.163888, -118.37573)",LOS ANGELES,CA,91601,2,"U.S Bank, N.A. c/o Select Portfolio Servicing",na na,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060,-118.3751,34.175224
3034,5104017005,02/01/2016,Single Family,"1186 E 55TH ST LOS ANGELES, CA 90011 (33.992995, -118.25439)",LOS ANGELES,CA,90011,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816,-118.254328,33.992899
3035,7425012022,02/26/2016,Single Family,"1029 N FLINT AVE LOS ANGELES, CA 90744 (33.784482, -118.249406)",LOS ANGELES,CA,90744,15,"U.S Bank, N.A. c/o Select Portfolio Servicing",na na,888-349-8964,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306,-118.249552,33.776179
3036,7442005012,02/04/2016,Single Family,"2220 N BARDALE AVE LOS ANGELES, CA 90731 (33.76574, -118.302133)",LOS ANGELES,CA,90731,15,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403 ,310-968-3844,-118.302015,33.765805
3037,2766020025,01/02/2016,Single Family,"17552 W GLEDHILL ST LOS ANGELES, CA 91325 (34.242079, -118.517604)",LOS ANGELES,CA,91325,12,"U.S. Bank,  N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060,-118.517799,34.241961
3038,6035017016,02/03/2016,Single Family,"1851 W 84TH ST LOS ANGELES, CA 90047 (33.962711, -118.310819)",LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.313159,33.962585
3039,5019005006,01/05/2016,Multi-Family,"817 1/2 W 42ND PL LOS ANGELES, CA 90037 (34.006426, -118.28796)",LOS ANGELES,CA,90037,9,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC",Property Registrations Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202,-118.288007,34.006534
3040,6121006027,01/27/2016,Single Family,"728 W 165TH PL LOS ANGELES, CA 90247 (33.880779, -118.287928)",LOS ANGELES,CA,90247,15,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.287951,33.880659
3041,6051010009,01/05/2016,Single Family,"1121 E 104TH ST LOS ANGELES, CA 90002 (33.941893, -118.255735)",LOS ANGELES,CA,90002,8,Select Portfolio Servicing,Code Violations,888-349-8964,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306,-118.255759,33.942003
3042,5507012017,03/24/2016,Single Family,"450 S MANSFIELD AVE LOS ANGELES, CA 90036 (34.065487, -118.340762)",LOS ANGELES,CA,90036,4,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801,-118.340626,34.065533
3043,5054026002,01/04/2016,Non-Residential,"01407 W 25TH ST LOS ANGELES, CA 90007 (34.033664, -118.291936)",LOS ANGELES,CA,90007,8,"Bank of New York Mellon, c/o Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060,-118.291726,34.033783
3044,2358017023,01/24/2016,Single Family,"4851 N ETHEL AVE LOS ANGELES, CA 91423 (34.158613, -118.418153)",LOS ANGELES,CA,91423,4,"BSI Financial Services, Inc.",Terrance Shanahan,202-600-7753,Safeguard,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437,-118.418266,34.159028
3045,5081026025,02/09/2016,Single Family,"1021 S GRAMERCY PL LOS ANGELES, CA 90019 (34.052208, -118.313312)",LOS ANGELES,CA,90019,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801,-118.313465,34.052127
3046,5032014034,01/12/2016,Single Family,"4046 ABOURNE LOS ANGELES, CA 90008 (34.011702, -118.344149)",LOS ANGELES,CA,90008,10,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453,-118.343865,34.011761
3047,2101008019,01/27/2016,Single Family,"17825 W CANTARA ST LOS ANGELES, CA 91335 (34.21937, -118.521199)",LOS ANGELES,CA,91335,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.523316,34.218666
3048,5419021003,01/05/2016,Single Family,"1817 W MONTANA ST LOS ANGELES, CA 90026 (34.079223, -118.259177)",LOS ANGELES,CA,90026,13,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc",Property Registration Property Registration,6504   INTERNATIONAL PKWY  PLANO TX 75093 ,813-387-1100,-118.259155,34.079361
3049,4302033022,01/22/2016,Multi-Family,"1960 S CHARITON ST LOS ANGELES, CA 90034 (34.041147, -118.377832)",LOS ANGELES,CA,90034,10,Nationstar Mortgage,Dawn Campos,888-456-0714,"Cyprexx Services, LLC",Property Registrations Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202,-118.377711,34.041154
3050,2536024034,02/02/2016,Single Family,"12287 W OSBORNE ST LOS ANGELES, CA 91331 (34.265943, -118.401574)",LOS ANGELES,CA,91331,7,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-380-8752,-118.402622,34.262188
3051,2175033028,01/14/2016,Single Family,"19454 W WELLS DR LOS ANGELES, CA 91356 (34.164612, -118.557188)",LOS ANGELES,CA,91356,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Homeland Property Preservation And Inspection,Giwa Olatunji,859  N Fair Oaks AVE 305 PASADENA CA 91103 ,626-380-6275,-118.557248,34.164372
3052,2513013042,01/14/2016,Single Family,"13457 W FERNMONT ST LOS ANGELES, CA 91340 (34.30144, -118.426398)",LOS ANGELES,CA,91340,7,Caliber Home Loans,Kandyce Hughes,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.426437,34.301624
3053,5309002013,01/26/2016,Single Family,"5245 E ALMONT ST LOS ANGELES, CA 90032 (34.091029, -118.166926)",LOS ANGELES,CA,90032,14,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.166979,34.091159
3054,5075018006,01/14/2016,Single Family,"1722 S BERENDO ST LOS ANGELES, CA 90006 (34.042153, -118.293399)",LOS ANGELES,CA,90006,1,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097,-118.293271,34.0421
3055,2634039040,01/07/2016,Single Family,"12364 W WICKS ST LOS ANGELES, CA 91352 (34.227447, -118.402737)",LOS ANGELES,CA,91352,6,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611,-118.384058,34.241566
3056,6018018026,01/14/2016,Single Family,"7711 S HARVARD BLVD LOS ANGELES, CA 90047 (33.969683, -118.306807)",LOS ANGELES,CA,90047,8,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.306941,33.969707
3057,2619009017,01/04/2016,Multi-Family,"13735 W LOUVRE ST PACOIMA, CA 91331 (34.265172, -118.432398)",PACOIMA,CA,91331,7,Bank of New York Mellon C/O Select Portfolio Servicing,Select Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060,-118.43223,34.26551
3058,2784017030,03/04/2016,Single Family,"19100 W COMMUNITY ST LOS ANGELES, CA 91324 (34.222754, -118.549394)",LOS ANGELES,CA,91324,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.54947,34.222641
3059,2870021032,02/26/2016,Single Family,"11951 N BEAUFAIT AVE LOS ANGELES, CA 91326 (34.289531, -118.536636)",LOS ANGELES,CA,91326,12,Law Offices of Pamela Abbott Moore,Pamela Moore,714-288-0180,LPS LOCAL TBD,Mary Strickland,30825   AURORA RD 140 SOLON OH 44139 ,877-790-1035,-118.536401,34.28959
3060,2255010002,01/05/2016,Single Family,"17248 W HATTERAS ST LOS ANGELES, CA 91316 (34.17624, -118.509462)",LOS ANGELES,CA,91316,5,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc.",6504   International Pkwy 1500 Plano TX 75093 ,813-387-1100,-118.50952,34.176112
3061,2116001084,03/14/2016,Single Family,"7312 N CORBIN AVE LOS ANGELES, CA 91335 (34.203358, -118.56226)",LOS ANGELES,CA,91335,3,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306,-118.56208,34.203159
3062,5061003006,01/20/2016,Single Family,"2125 S WELLINGTON ROAD LOS ANGELES, CA 90016 (34.036682, -118.335539)",LOS ANGELES,CA,90016,10,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.335741,34.036717
3063,4125004013,01/12/2016,Single Family,"8411 S READING AVE LOS ANGELES, CA 90045 (33.961704, -118.382026)",LOS ANGELES,CA,90045,11,Reverse Mortgage Solutions,Teresa Boudreaux,813-387-1100,National Field Network  DILBECK-GIBSON REAL ESTATE,ANNGEL BENOUN,14601   VENTURA BLVD  SHERMAN OAKS CA 91403 ,732-276-5563,-118.382139,33.961742
3064,5548001046,01/22/2016,Single Family,"7135 HOLLYWOOD LOS ANGELES, CA 90046 (34.101607, -118.346492)",LOS ANGELES,CA,90046,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.34629,34.101752
3065,5019015023,01/07/2016,Single Family,"536 W 42ND ST LOS ANGELES, CA 90037 (34.007053, -118.28411)",LOS ANGELES,CA,90037,9,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611,-118.284122,34.006094
3066,6059004006,01/07/2016,Single Family,"10022 S LA SALLE AVE LOS ANGELES, CA 90047 (33.944516, -118.305739)",LOS ANGELES,CA,90047,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256,-118.305596,33.94461
3067,5046009045,01/27/2016,Single Family,"4501 W EXPOSITION BLVD LOS ANGELES, CA 90016 (34.024009, -118.345192)",LOS ANGELES,CA,90016,10,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.345203,34.024131
3068,2769016009,01/28/2016,Single Family,"8817 N LINDLEY AVE LOS ANGELES, CA 91325 (34.230616, -118.527337)",LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.527538,34.230566
3069,6057003029,01/14/2016,Single Family,"2046 W 93RD ST LOS ANGELES, CA 90047 (33.95195, -118.315058)",LOS ANGELES,CA,90047,8,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097,-118.314996,33.951833
3070,5029015018,02/24/2016,Single Family,"5714 W BRUSHTON ST LOS ANGELES, CA 90008 (34.018324, -118.370166)",LOS ANGELES,CA,90008,10,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.370103,34.018195
3071,5304010013,01/25/2016,Single Family,"1158 E MONTECITO DR LOS ANGELES, CA 90031 (34.088109, -118.200418)",LOS ANGELES,CA,90031,1,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.200446,34.087995
3072,5031011006,02/18/2016,Single Family,"4028 W DON DIABLO DR LOS ANGELES, CA 90008 (34.008822, -118.345496)",LOS ANGELES,CA,90008,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.3456,34.008796
3073,2368014043,01/12/2016,Single Family,"4212 N LEMP AVE LOS ANGELES, CA 91604 (34.145916, -118.38445)",LOS ANGELES,CA,91604,2,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306,-118.384315,34.145808
3074,4211028206,01/02/2016,Single Family,"5721 S CRESCENT PARK WEST LOS ANGELES, CA 90094 (33.971215, -118.428539)",LOS ANGELES,CA,90094,11,"Bank of New York Mellon, C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060,-118.428688,33.9711
3075,5118017009,02/17/2016,Single Family,"1502 E 25TH ST LOS ANGELES, CA 90011 (34.015665, -118.246601)",LOS ANGELES,CA,90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,REO Property Brokers,Carlos Cornejo,9519   Telegraph RD H Pico Rivera CA 90660 ,323-864-3260,-118.246582,34.015573
3076,6053001012,01/11/2016,Multi-Family,"112 W 93RD ST LOS ANGELES, CA 90003 (33.951925, -118.274545)",LOS ANGELES,CA,90003,8,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.275952,33.951799
3077,5052008005,02/24/2016,Single Family,"2321 W 31ST ST LOS ANGELES, CA 90018 (34.026471, -118.318388)",LOS ANGELES,CA,90018,10,HUD,Sandra Mellon,855-871-4884,"Sentinel Field Services, Inc",Amanda Bertagnolli,375  S State ST D Clearfield UT 84015 ,855-871-4884,-118.318322,34.026587
3078,4327004003,01/05/2016,Single Family,"1416 S PANDORA AVE LOS ANGELES, CA 90024 (34.061391, -118.426452)",LOS ANGELES,CA,90024,5,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.426299,34.061349
3079,7456021020,01/08/2016,Single Family,"316 W 16TH ST SAN PEDRO, CA 90731 (33.72967, -118.283953)",SAN PEDRO,CA,90731,15,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611,-118.283973,33.729772
3080,2678021007,01/04/2016,Single Family,"10147 N ODESSA AVE LOS ANGELES, CA 91343 (34.255171, -118.491437)",LOS ANGELES,CA,91343,12,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060,-118.491542,34.255242
3081,2230002014,03/28/2016,Single Family,"6813 N WISH AVE LOS ANGELES, CA 91406 (34.194432, -118.506929)",LOS ANGELES,CA,91406,6,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801,-118.507059,34.194293
3082,4004028015,01/08/2016,Single Family,"6206 S HARCOURT AVE LOS ANGELES, CA 90043 (33.983363, -118.340684)",LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816,-118.341115,33.990628
3083,2162005093,01/02/2016,Single Family,"5237 N NEWCASTLE AVE LOS ANGELES, CA 91316 (34.16563, -118.524344)",LOS ANGELES,CA,91316,5,"U.S. Bank,  N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060,-118.52449,34.165493
3084,2021016007,01/05/2016,Single Family,"22824 W COHASSET ST LOS ANGELES, CA 91307 (34.205723, -118.624441)",LOS ANGELES,CA,91307,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.62434,34.205681
3085,5042016019,01/20/2016,Multi-Family,"3768 1/2 S RUTHELEN ST LOS ANGELES, CA 90018 (34.01895, -118.31281)",LOS ANGELES,CA,90018,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.312693,34.018858
3086,6063018015,01/18/2016,Multi-Family,"213 E 105TH ST LOS ANGELES, CA 90003 (33.941046, -118.271274)",LOS ANGELES,CA,90003,8,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria / Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397,-118.271326,33.941136
3087,7447007015,03/24/2016,Single Family,"969 W SUMMERLAND AVE SAN PEDRO, CA 90731 (33.747634, -118.298319)",SAN PEDRO,CA,90731,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.298354,33.747507
3088,2654030031,03/29/2016,Single Family,"8636 N ORION AVE LOS ANGELES, CA 91343 (34.227475, -118.472028)",LOS ANGELES,CA,91343,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.471935,34.221855
3089,2656023104,01/07/2016,Single Family,"9173 N BURNET AVE LOS ANGELES, CA 91343 (34.23687, -118.4632)",LOS ANGELES,CA,91343,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.461202,34.235224
3090,2502027086,01/28/2016,Single Family,"15179 W KADOTA ST LOS ANGELES, CA 91342 (34.320463, -118.463153)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.464335,34.319694
3091,5312024055,01/14/2016,Single Family,"702 E MILFORD ST LOS ANGELES, CA 90042 (34.106332, -118.179508)",LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816,-118.179608,34.106199
3092,6016018025,01/05/2016,Single Family,"1855 W 67TH ST LOS ANGELES, CA 90047 (33.978497, -118.310812)",LOS ANGELES,CA,90047,8,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611,-118.310747,33.978591
3093,5206024003,01/06/2016,Multi-Family,"454 E CLIFTON ST LOS ANGELES, CA 90031 (34.079169, -118.208577)",LOS ANGELES,CA,90031,1,Select Portfolio Servicing,Code Violations,888-349-8964,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306,-118.208577,34.07905
3094,2651007111,01/07/2016,Single Family,"9155 N CEDROS AVE LOS ANGELES, CA 91402 (34.236908, -118.453553)",LOS ANGELES,CA,91402,6,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256,-118.45375,34.237116
3095,5128023021,02/29/2016,Multi-Family,"915 E 28TH ST LOS ANGELES, CA 90011 (34.017979, -118.258451)",LOS ANGELES,CA,90011,9,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256,-118.258012,34.017963
3096,2034029045,01/02/2016,Single Family,"23939 W VANOWEN ST LOS ANGELES, CA 91307 (34.193644, -118.647863)",LOS ANGELES,CA,91307,12,"U.S. Bank,  N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060,-118.647821,34.193818
3097,2235014035,01/12/2016,Single Family,"6552 N COLUMBUS AVE VAN NUYS, CA 91411 (34.190023, -118.463995)",VAN NUYS,CA,91411,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,EEC CORP,Serene Maliczak,19655   Galeview DR  ROWLAND HEIGHTS CA 91748 ,562-697-9988,-118.463776,34.189903
